objectid,trail_name,county,region,is_motorized,segment_length_miles
55203,Woodstock Farm,Whatcom,Western WA,Non-Motorized,0.0746686245274241
55204,Squalicum Creek Park,Whatcom,Western WA,Non-Motorized,0.141415384507316
55205,Arroyo Nature Area,Whatcom,Western WA,Non-Motorized,5.44557050063412
55206,Right-of-Way Trails,Whatcom,Western WA,Non-Motorized,0.0507892107953412
55207,Riley Open Space,Whatcom,Western WA,Non-Motorized,2.5162042556547e-4
55208,King Mountain,Whatcom,Western WA,Non-Motorized,0.0913304065321627
55209,Whatcom Falls Park,Whatcom,Western WA,Non-Motorized,0.0481851842096485
55210,Padden Gorge,Whatcom,Western WA,Non-Motorized,0.0782261495099322
55211,Nbhd Connectors-Street,Whatcom,Western WA,Non-Motorized,0.0755254627953806
55213,Railroad Greenway & Trail,Whatcom,Western WA,Non-Motorized,0.131620146174432
55214,Bloedel Donovan Park,Whatcom,Western WA,Non-Motorized,0.234468937516918
55215,Railroad Greenway & Trail,Whatcom,Western WA,Non-Motorized,0.0151799158341573
55216,Maritime Heritage Park,Whatcom,Western WA,Non-Motorized,0.0828392438601572
55217,Whatcom Falls Park,Whatcom,Western WA,Non-Motorized,0.152901288496996
55218,Chuckanut Mountain,Whatcom,Western WA,Non-Motorized,0.822011634299782
55219,Fairhaven Park,Whatcom,Western WA,Non-Motorized,0.032747255284818
55220,Bug Lake,Whatcom,Western WA,Non-Motorized,0.24001100981775
55221,Samish Crest Open Space,Whatcom,Western WA,Non-Motorized,0.0325658882450903
55222,Whatcom Falls Park,Whatcom,Western WA,Non-Motorized,0.111287931279055
55223,Happy Valley Neighborhood Park,Whatcom,Western WA,Non-Motorized,0.0283687625900447
55224,Interurban Greenway & Trail,Whatcom,Western WA,Non-Motorized,0.106535795416348
55225,Northridge Park,Whatcom,Western WA,Non-Motorized,0.130528531999297
55226,Whatcom Falls Park,Whatcom,Western WA,Non-Motorized,0.331769111414015
55227,King / Queen Mountain Greenway,Whatcom,Western WA,Non-Motorized,0.167293817547974
55228,Chuckanut Mountain,Whatcom,Western WA,Non-Motorized,0.630548625949968
55229,Connelly Creek Nature Area Trails,Whatcom,Western WA,Non-Motorized,0.414855608477214
55230,Maritime Heritage Park,Whatcom,Western WA,Non-Motorized,0.00729402876719835
55231,King / Queen Mountain Greenway,Whatcom,Western WA,Non-Motorized,0.103382532401458
55232,Cornwall Park,Whatcom,Western WA,Non-Motorized,0.0878248586021578
55233,Sehome Hill Arboretum,Whatcom,Western WA,Non-Motorized,0.01741221106518
55234,Whatcom Falls Park,Whatcom,Western WA,Non-Motorized,0.129566373933248
55235,Little Squalicum Park,Whatcom,Western WA,Non-Motorized,0.0247937568692484
55236,Right-of-Way Trails,Whatcom,Western WA,Non-Motorized,0.0890754679406816
55237,Lake Padden Park,Whatcom,Western WA,Non-Motorized,0.0440653831595183
55238,Maritime Heritage Park,Whatcom,Western WA,Non-Motorized,0.0895924338706292
55239,Municipal Trail,Whatcom,Western WA,Non-Motorized,0.1387736486222
55240,King / Queen Mountain Greenway,Whatcom,Western WA,Non-Motorized,0.0591609379152532
55241,Interurban Greenway & Trail,Whatcom,Western WA,Non-Motorized,0.238024450860483
55242,Fairhaven Park,Whatcom,Western WA,Non-Motorized,0.117138044699169
55243,Chuckanut Mountain,Whatcom,Western WA,Non-Motorized,0.17252781765499
55244,Chuckanut Mountain,Whatcom,Western WA,Non-Motorized,0.170464670890864
55245,Connelly Creek Nature Area,Whatcom,Western WA,Non-Motorized,0.0143651778037251
55246,Right-of-Way Trails,Whatcom,Western WA,Non-Motorized,0.0780449554694011
55247,Elizabeth Park,Whatcom,Western WA,Non-Motorized,0.06228528422463
55248,Right-of-Way Trails,Whatcom,Western WA,Non-Motorized,0.0350492229770282
55249,Maplewood / Mcleod,Whatcom,Western WA,Non-Motorized,0.183513409589519
55250,Harriet Spanel Neighborhood Park,Whatcom,Western WA,Non-Motorized,0.00766455938629296
55251,Samish Crest Open Space,Whatcom,Western WA,Non-Motorized,0.507182505094829
55252,Fairhaven Park,Whatcom,Western WA,Non-Motorized,0.0257888848164199
55253,Cornwall Park,Whatcom,Western WA,Non-Motorized,0.0240873408967581
55254,Boulevard Park,Whatcom,Western WA,Non-Motorized,0.0175531899035307
55255,Big Rock Garden,Whatcom,Western WA,Non-Motorized,0.0302791243295255
55256,Klipsun,Whatcom,Western WA,Non-Motorized,0.0864292509673117
55257,WWU,Whatcom,Western WA,Non-Motorized,0.0825677785013398
55258,Unofficial Trails-Private,Whatcom,Western WA,Non-Motorized,0.0178199049076286
55259,Samish Crest Open Space,Whatcom,Western WA,Non-Motorized,0.0323623430566868
55260,Whatcom Falls Park,Whatcom,Western WA,Non-Motorized,0.0700060182949191
55261,St. Clair Neighborhood Park,Whatcom,Western WA,Non-Motorized,0.255997879367364
55262,Sunset Pond,Whatcom,Western WA,Non-Motorized,0.0216503927439492
55263,Taylor Dock Lease (DNR),Whatcom,Western WA,Non-Motorized,0.00928116894187351
55264,Fairhaven Park,Whatcom,Western WA,Non-Motorized,0.0942275306966944
55265,Cornwall Park,Whatcom,Western WA,Non-Motorized,0.106122199681162
55266,Laurel St Crooked Path,Whatcom,Western WA,Non-Motorized,0.0174974652584072
55267,Neighborhood Connector,Whatcom,Western WA,Non-Motorized,0.0910677080433271
55268,Chuckanut Mountain,Whatcom,Western WA,Non-Motorized,0.102690362473875
55269,Roosevelt Park,Whatcom,Western WA,Non-Motorized,0.0194292509761365
55270,South Bay Greenway & Trail Trails,Whatcom,Western WA,Non-Motorized,0.223577436966828
55271,St. Clair Neighborhood Park,Whatcom,Western WA,Non-Motorized,0.0145587230993224
55272,Lake Padden Park,Whatcom,Western WA,Non-Motorized,0.246297671561033
55273,Sehome Hill Arboretum,Whatcom,Western WA,Non-Motorized,0.119001456704566
55274,WWU,Whatcom,Western WA,Non-Motorized,0.0117104814024405
55275,Lake Padden Park,Whatcom,Western WA,Non-Motorized,0.606347968704652
55276,Railroad Greenway & Trail,Whatcom,Western WA,Non-Motorized,0.187105621911597
55277,Squalicum Creek Park Trails,Whatcom,Western WA,Non-Motorized,0.166586603230463
55278,Lake Padden Park,Whatcom,Western WA,Non-Motorized,2.5133314536092e-4
55279,Railroad Trail,Whatcom,Western WA,Non-Motorized,0.0708820988834795
55280,Lake Padden Park,Whatcom,Western WA,Non-Motorized,1.36302443107126
55281,Northridge Park,Whatcom,Western WA,Non-Motorized,0.0561702688938102
55282,Samish Heights Open Space,Whatcom,Western WA,Non-Motorized,0.0449475976234021
55283,Klipsun,Whatcom,Western WA,Non-Motorized,0.175449579817913
55284,Sehome Arboretum,Whatcom,Western WA,Non-Motorized,0.00270008448125198
55285,Chuckanut Mountain,Whatcom,Western WA,Non-Motorized,0.170378768602533
55286,Neighborhood Connector,Whatcom,Western WA,Non-Motorized,0.0744584080006448
55287,Lake Padden Park,Whatcom,Western WA,Non-Motorized,1.1460865966164e-4
55288,King / Queen Mountain Greenway,Whatcom,Western WA,Non-Motorized,0.0267033190084679
55289,Fouts Neighborhood Park,Whatcom,Western WA,Non-Motorized,0.0355602747443872
55290,Cornwall Park,Whatcom,Western WA,Non-Motorized,0.0330817257228009
55291,Panorama Heights Open Space,Whatcom,Western WA,Non-Motorized,0.0727161542948536
55292,Railroad Greenway & Trail,Whatcom,Western WA,Non-Motorized,0.0504515873565112
55293,Fairhaven Park,Whatcom,Western WA,Non-Motorized,0.0662574552960275
55294,Whatcom Falls Park,Whatcom,Western WA,Non-Motorized,0.0159066266380987
55295,Laurel St Crooked Path,Whatcom,Western WA,Non-Motorized,0.0449813240805433
55296,Marine Drive Trailhead Area,Whatcom,Western WA,Non-Motorized,0.0359208969889203
55297,Railroad Trail,Whatcom,Western WA,Non-Motorized,0.00851828085421756
55298,Maritime Heritage Park,Whatcom,Western WA,Non-Motorized,0.00172988577822849
55299,Chuckanut Mountain,Whatcom,Western WA,Non-Motorized,0.424424546457048
55300,Julianna Park,Whatcom,Western WA,Non-Motorized,0.00975941030655635
55301,Birchwood Neighborhood Park,Whatcom,Western WA,Non-Motorized,0.00346282617251703
55302,Fairhaven Park,Whatcom,Western WA,Non-Motorized,0.175062395050457
55303,Cordata Park,Whatcom,Western WA,Non-Motorized,0.089694768568444
55304,Railroad Greenway & Trail,Whatcom,Western WA,Non-Motorized,0.0574641621236668
55305,Right-of-Way Trails,Whatcom,Western WA,Non-Motorized,0.0255421571031782
55306,Waypoint Park,Whatcom,Western WA,Non-Motorized,0.0336363994284171
55307,Unofficial Trails-Public Works,Whatcom,Western WA,Non-Motorized,0.0432914524734822
55308,Arroyo Nature Area,Whatcom,Western WA,Non-Motorized,0.25092244443357
55309,Cornwall Ave - E Maple St to Ohio St,Whatcom,Western WA,Non-Motorized,0.305989272741764
55310,Sehome Hill Arboretum,Whatcom,Western WA,Non-Motorized,0.35983770185497
55311,Laurel St Crooked Path,Whatcom,Western WA,Non-Motorized,0.0503514286287751
55312,Klipsun,Whatcom,Western WA,Non-Motorized,0.0591098542882122
55313,St. Clair Neighborhood Park,Whatcom,Western WA,Non-Motorized,0.0083733233438015
55314,Sunset Pond,Whatcom,Western WA,Non-Motorized,0.109045228394465
55315,Fairhaven Park,Whatcom,Western WA,Non-Motorized,0.167171286547026
55316,Big Rock Garden,Whatcom,Western WA,Non-Motorized,0.0200068546901749
55317,Little Squalicum Park,Whatcom,Western WA,Non-Motorized,0.050788144331881
55318,Sehome Hill Arboretum,Whatcom,Western WA,Non-Motorized,0.0278382216731771
55319,Lakeway Community Garden,Whatcom,Western WA,Non-Motorized,0.150193692748078
55320,Samish Crest Open Space,Whatcom,Western WA,Non-Motorized,0.00243332138870397
55321,Barkley Greenway & Trail,Whatcom,Western WA,Non-Motorized,0.0864432389375074
55322,Whatcom Falls Park,Whatcom,Western WA,Non-Motorized,0.177238720151498
55323,Bloedel Donovan Park,Whatcom,Western WA,Non-Motorized,0.0195058219844117
55324,Samish Crest Open Space,Whatcom,Western WA,Non-Motorized,0.268552898901631
55325,Whatcom Falls Park,Whatcom,Western WA,Non-Motorized,0.0548203371110589
55326,Sehome Hill Arboretum,Whatcom,Western WA,Non-Motorized,0.0152696587457363
55327,Interurban Greenway & Trail,Whatcom,Western WA,Non-Motorized,0.267730137191702
55328,Post Point Treatment Plant Open Space Trails,Whatcom,Western WA,Non-Motorized,0.207575264754281
55329,Railroad Greenway & Trail,Whatcom,Western WA,Non-Motorized,0.403996456000105
55330,Cornwall Park,Whatcom,Western WA,Non-Motorized,0.0671338746542178
55331,Elizabeth Park,Whatcom,Western WA,Non-Motorized,0.0155476264019353
55332,Elizabeth Park,Whatcom,Western WA,Non-Motorized,0.00915911929362341
55333,Whatcom Falls Park,Whatcom,Western WA,Non-Motorized,0.288784787499704
55334,Unofficial Trails-Park,Whatcom,Western WA,Non-Motorized,0.11585455345363
55335,Fairhaven Park,Whatcom,Western WA,Non-Motorized,0.0509148106449313
55336,WWU,Whatcom,Western WA,Non-Motorized,0.054728514870456
55337,Sehome Hill Arboretum,Whatcom,Western WA,Non-Motorized,0.00842967098874515
55338,Bay to Baker Greenway & Trail,Whatcom,Western WA,Non-Motorized,0.268012601915231
55339,Big Rock Garden,Whatcom,Western WA,Non-Motorized,0.0118423680070563
55340,Whatcom Falls Park,Whatcom,Western WA,Non-Motorized,0.0159915452516301
55341,Civic Athletic Complex,Whatcom,Western WA,Non-Motorized,0.241888702524886
55342,Railroad Greenway & Trail,Whatcom,Western WA,Non-Motorized,0.0299049825071571
55343,Whatcom Creek Greenway & Trail Trails,Whatcom,Western WA,Non-Motorized,0.0234862177289655
55344,Maritime Heritage Park,Whatcom,Western WA,Non-Motorized,0.0631730979491421
55345,King / Queen Mountain Greenway,Whatcom,Western WA,Non-Motorized,0.106417320910561
55346,Lake Padden Park,Whatcom,Western WA,Non-Motorized,0.0262379378964641
55347,Big Rock Garden,Whatcom,Western WA,Non-Motorized,0.00154626610167944
55348,South Bay Greenway & Trail Trails,Whatcom,Western WA,Non-Motorized,0.0285829167455956
55349,Northridge Park,Whatcom,Western WA,Non-Motorized,0.0610284780010123
55350,Northridge Park,Whatcom,Western WA,Non-Motorized,0.260117633733951
55351,King / Queen Mountain Greenway,Whatcom,Western WA,Non-Motorized,0.0619789616411931
55352,Birchwood Park,Whatcom,Western WA,Non-Motorized,0.0398541887509896
55353,Railroad Trail,Whatcom,Western WA,Non-Motorized,0.0191049573130405
55354,Big Rock Garden,Whatcom,Western WA,Non-Motorized,0.0103502048949973
55355,Sehome Hill Arboretum,Whatcom,Western WA,Non-Motorized,0.029045195604752
55356,Birch Falls,Whatcom,Western WA,Non-Motorized,0.122604616403617
55357,Birchwood Neighborhood Park,Whatcom,Western WA,Non-Motorized,0.0151775828641638
55358,Lake Padden Park,Whatcom,Western WA,Non-Motorized,0.0329019291129413
55359,Whatcom Falls Park,Whatcom,Western WA,Non-Motorized,0.158146306013662
55360,Railroad Greenway & Trail,Whatcom,Western WA,Non-Motorized,0.0845847601464946
55361,Elizabeth Park,Whatcom,Western WA,Non-Motorized,0.00411492634510094
55362,Verona St. Connector,Whatcom,Western WA,Non-Motorized,0.226303052523683
55363,Fairhaven Park,Whatcom,Western WA,Non-Motorized,0.103547254878183
55364,Cornwall Park,Whatcom,Western WA,Non-Motorized,0.00297437337921863
55365,King / Queen Mountain Greenway,Whatcom,Western WA,Non-Motorized,1.2256174141843e-4
55366,Woodstock Farm,Whatcom,Western WA,Non-Motorized,0.0395378083607038
55367,Arroyo Nature Area,Whatcom,Western WA,Non-Motorized,0.0140323729540119
55368,Chuckanut Mountain,Whatcom,Western WA,Non-Motorized,0.757215013592773
55369,Roosevelt Park,Whatcom,Western WA,Non-Motorized,0.0102022489805724
55370,Harriet Spanel Neighborhood Park,Whatcom,Western WA,Non-Motorized,0.00613154686639701
55371,Arroyo Nature Area,Whatcom,Western WA,Non-Motorized,0.200964084835946
55372,Boulevard Park,Whatcom,Western WA,Non-Motorized,0.0108787176074299
55373,Cornwall Park,Whatcom,Western WA,Non-Motorized,0.111866532828451
55374,Lake Padden Park,Whatcom,Western WA,Non-Motorized,0.199158575259679
55375,Galbraith (County),Whatcom,Western WA,Non-Motorized,0.317471466372531
55376,Big Rock Garden,Whatcom,Western WA,Non-Motorized,0.00709030570103393
55377,Arroyo Nature Area,Whatcom,Western WA,Non-Motorized,9.9560663650191e-4
55378,Sehome Hill Arboretum,Whatcom,Western WA,Non-Motorized,0.195869330720232
55379,Harriet Spanel Neighborhood Park,Whatcom,Western WA,Non-Motorized,0.00585287207894251
55380,Connelly Creek Nature Area Trails,Whatcom,Western WA,Non-Motorized,0.130174358814966
55381,Big Rock Garden,Whatcom,Western WA,Non-Motorized,0.0203515532600722
55382,Broadway Park,Whatcom,Western WA,Non-Motorized,0.0101151547001126
55383,Harriet Spanel Neighborhood Park,Whatcom,Western WA,Non-Motorized,0.0258276508583391
55384,Right-of-Way Trails,Whatcom,Western WA,Non-Motorized,0.0310008653205235
55385,Fairhaven Park,Whatcom,Western WA,Non-Motorized,0.0281922949362674
55386,Railroad Greenway & Trail,Whatcom,Western WA,Non-Motorized,0.0263521608193316
55387,Squalicum Corridor,Whatcom,Western WA,Non-Motorized,0.474178546531663
55388,Harriet Spanel Neighborhood Park,Whatcom,Western WA,Non-Motorized,0.0170969614266193
55389,King Mountain,Whatcom,Western WA,Non-Motorized,0.157930946099149
55390,Boulevard Park Trails,Whatcom,Western WA,Non-Motorized,0.0259466597058116
55391,Boulevard Park,Whatcom,Western WA,Non-Motorized,0.050191774417273
55392,Riley Open Space,Whatcom,Western WA,Non-Motorized,0.0655827759474522
55393,Sidewalks-Street,Whatcom,Western WA,Non-Motorized,0.036209949300791
55394,Maritime Heritage Park,Whatcom,Western WA,Non-Motorized,0.00417461212460581
55395,Right-of-Way Trails,Whatcom,Western WA,Non-Motorized,0.0142150221111333
55396,Post Point Treatment Plant Open Space,Whatcom,Western WA,Non-Motorized,0.157170795482556
55397,Forest & Cedar Neighborhood Park,Whatcom,Western WA,Non-Motorized,0.0315544558581943
55398,Bakerview Open Space Trails,Whatcom,Western WA,Non-Motorized,0.346984515204725
55399,Cordata Park,Whatcom,Western WA,Non-Motorized,0.13708175465749
55400,Railroad Greenway & Trail,Whatcom,Western WA,Non-Motorized,0.0625801121681157
55401,Sehome Hill Arboretum,Whatcom,Western WA,Non-Motorized,0.0488761438566816
55402,Bill McDonald / Byron / 34th,Whatcom,Western WA,Non-Motorized,0.00549474908753133
55403,Ridgemont Neighborhood Park,Whatcom,Western WA,Non-Motorized,0.0490918327399598
55404,Birchwood Park,Whatcom,Western WA,Non-Motorized,0.114103829885798
55405,Roosevelt Park,Whatcom,Western WA,Non-Motorized,0.390972194537146
55406,Connelly Creek Nature Area,Whatcom,Western WA,Non-Motorized,0.106344304525859
55407,Fairhaven Park,Whatcom,Western WA,Non-Motorized,0.252572169152708
55408,Waypoint Park Trails,Whatcom,Western WA,Non-Motorized,0.015789848308017
55409,Civic Athletic Complex,Whatcom,Western WA,Non-Motorized,0.221896136465489
55410,Fouts Neighborhood Park,Whatcom,Western WA,Non-Motorized,0.0294677561876545
55411,Maritime Heritage Park,Whatcom,Western WA,Non-Motorized,0.0602826312288812
55412,South Bay Greenway & Trail Trails,Whatcom,Western WA,Non-Motorized,0.283781981312577
55413,Northridge Park,Whatcom,Western WA,Non-Motorized,0.0398819551797534
55414,Forest & Cedar Park Trails,Whatcom,Western WA,Non-Motorized,0.0577892689709101
55415,King / Queen Mountain Greenway,Whatcom,Western WA,Non-Motorized,8.68421508945644e-5
55416,Whatcom Falls Park,Whatcom,Western WA,Non-Motorized,0.0598280808523667
55417,Northridge Park,Whatcom,Western WA,Non-Motorized,0.305883708988743
55418,Lake Padden Park,Whatcom,Western WA,Non-Motorized,0.0309263979501491
55419,South Bay Trail,Whatcom,Western WA,Non-Motorized,0.160038189840957
55420,Cornwall Memorial Park Trails,Whatcom,Western WA,Non-Motorized,0.0120879099627825
55421,Woodstock Farm,Whatcom,Western WA,Non-Motorized,0.0831493745340415
55422,Sehome Hill Arboretum,Whatcom,Western WA,Non-Motorized,0.0534123466034546
55423,Big Rock Garden,Whatcom,Western WA,Non-Motorized,0.0170771392129081
55424,Interurban Greenway & Trail,Whatcom,Western WA,Non-Motorized,0.23985331523512
55425,Lake Padden Park,Whatcom,Western WA,Non-Motorized,0.0372170149747967
55426,Boulevard Park,Whatcom,Western WA,Non-Motorized,0.0725248114224467
55427,Cornwall Park,Whatcom,Western WA,Non-Motorized,0.0259210792593733
55428,Railroad Greenway & Trail,Whatcom,Western WA,Non-Motorized,0.029950871155623
55429,Highland Heights Neighborhood Park,Whatcom,Western WA,Non-Motorized,0.0852260874331628
55430,Birch Street Trails,Whatcom,Western WA,Non-Motorized,0.0809531547230134
55431,Sehome Hill Arboretum,Whatcom,Western WA,Non-Motorized,0.00882201835446222
55432,Lowell Park Open Space,Whatcom,Western WA,Non-Motorized,0.121339894761763
55433,Squalicum Creek Park,Whatcom,Western WA,Non-Motorized,0.215862406851714
55434,Whatcom Falls Park,Whatcom,Western WA,Non-Motorized,0.063453838890289
55435,Barkley Trail,Whatcom,Western WA,Non-Motorized,0.0122845540506582
55436,Cordata Park,Whatcom,Western WA,Non-Motorized,0.0981322875260701
55437,Chuckanut Bay Open Space (South),Whatcom,Western WA,Non-Motorized,0.10190566377444
55438,Chuckanut Mountain,Whatcom,Western WA,Non-Motorized,0.80148151521251
55439,Whatcom Falls Park,Whatcom,Western WA,Non-Motorized,0.169623099345883
55440,Whatcom Falls Park,Whatcom,Western WA,Non-Motorized,0.162682943396529
55441,Chuckanut Mountain,Whatcom,Western WA,Non-Motorized,5.31297300753271
55442,Bay to Baker Greenway & Trail,Whatcom,Western WA,Non-Motorized,0.342160948859158
55443,Arroyo Nature Area,Whatcom,Western WA,Non-Motorized,0.658076392190861
55444,Klipsun,Whatcom,Western WA,Non-Motorized,0.0972064706887592
55445,Laurelwood Open Space,Whatcom,Western WA,Non-Motorized,0.18523889617344
55446,Cordata,Whatcom,Western WA,Non-Motorized,0.106405604360989
55447,Sehome Hill Arboretum,Whatcom,Western WA,Non-Motorized,0.236681971310329
55448,Lower Padden Trail,Whatcom,Western WA,Non-Motorized,0.369357921306836
55449,Northridge Park,Whatcom,Western WA,Non-Motorized,0.00762533764988328
55450,Sehome Hill Arboretum,Whatcom,Western WA,Non-Motorized,0.260293596146615
55451,Lowell Park Open Space,Whatcom,Western WA,Non-Motorized,0.243051223895283
55452,Whatcom Falls Park,Whatcom,Western WA,Non-Motorized,0.213452797389189
55453,Samish Crest Open Space,Whatcom,Western WA,Non-Motorized,0.0374933266465118
55454,Boulevard Park,Whatcom,Western WA,Non-Motorized,0.0257750116069291
55455,Elizabeth Park,Whatcom,Western WA,Non-Motorized,0.0388283841068898
55457,Big Rock Garden,Whatcom,Western WA,Non-Motorized,0.00729502073726499
55458,Lake Padden Park,Whatcom,Western WA,Non-Motorized,0.141165354397147
55459,Connelly Creek Nature Area,Whatcom,Western WA,Non-Motorized,0.178575496306798
55460,Whatcom Creek Trail,Whatcom,Western WA,Non-Motorized,0.424307625572079
55461,Woodstock Farm,Whatcom,Western WA,Non-Motorized,0.0434070951328357
55462,Maritime Heritage Park,Whatcom,Western WA,Non-Motorized,0.0220235030682418
55463,Sehome Hill Arboretum,Whatcom,Western WA,Non-Motorized,0.00953273765422314
55464,Chuckanut Mountain,Whatcom,Western WA,Non-Motorized,0.00912727339763822
55465,Interurban Greenway & Trail,Whatcom,Western WA,Non-Motorized,0.182314126792616
55466,Taylor Dock Lease (DNR),Whatcom,Western WA,Non-Motorized,0.320319726833281
55467,Big Rock Garden,Whatcom,Western WA,Non-Motorized,0.012901504476
55468,Whatcom Falls Park,Whatcom,Western WA,Non-Motorized,0.0128876757503916
55469,Boulevard Park,Whatcom,Western WA,Non-Motorized,0.0057904616082623
55470,Whatcom Falls Park,Whatcom,Western WA,Non-Motorized,0.569402287544206
55471,Nbhd Connectors-Street,Whatcom,Western WA,Non-Motorized,0.0553459576035519
55472,Railroad Greenway & Trail,Whatcom,Western WA,Non-Motorized,0.0951953152849063
55473,Maritime Heritage Park,Whatcom,Western WA,Non-Motorized,0.00529507152367166
55474,Padden Gorge,Whatcom,Western WA,Non-Motorized,0.0943578839558843
55475,Waypoint Park Trails,Whatcom,Western WA,Non-Motorized,0.0209905619934884
55476,Big Rock Garden,Whatcom,Western WA,Non-Motorized,0.0142673424634803
55477,South Bay Greenway & Trail Trails,Whatcom,Western WA,Non-Motorized,0.0341617367200298
55478,Salmon Woods Open Space,Whatcom,Western WA,Non-Motorized,0.225687141546064
55479,Whatcom Creek Greenway & Trail Trails,Whatcom,Western WA,Non-Motorized,0.195633424902136
55480,Arroyo Nature Area,Whatcom,Western WA,Non-Motorized,0.129322986763054
55481,Panorama Heights Open Space,Whatcom,Western WA,Non-Motorized,0.0942516807692867
55482,Maritime Heritage Park,Whatcom,Western WA,Non-Motorized,0.0253561273012537
55483,Harriet Spanel Neighborhood Park,Whatcom,Western WA,Non-Motorized,0.00864121771773947
55484,Maritime Heritage Park,Whatcom,Western WA,Non-Motorized,0.0105739579842019
55485,Lake Padden Park,Whatcom,Western WA,Non-Motorized,0.071163870631412
55486,Railroad Greenway & Trail,Whatcom,Western WA,Non-Motorized,0.0953496057079049
55487,Cornwall Park,Whatcom,Western WA,Non-Motorized,0.0267914931380996
55488,Roosevelt Nature Area,Whatcom,Western WA,Non-Motorized,0.116755188787755
55489,Elizabeth Park,Whatcom,Western WA,Non-Motorized,0.0413933047666944
55490,Maritime Heritage Park,Whatcom,Western WA,Non-Motorized,0.0155186550071268
55491,Big Rock Garden,Whatcom,Western WA,Non-Motorized,0.0185390006173338
55492,Big Rock Garden,Whatcom,Western WA,Non-Motorized,0.010148915531206
55493,Cornwall Park,Whatcom,Western WA,Non-Motorized,0.0783133266980837
55494,Harriet Spanel Neighborhood Park,Whatcom,Western WA,Non-Motorized,0.0995873143663519
55495,Samish Crest Open Space,Whatcom,Western WA,Non-Motorized,0.0422786759049414
55496,Railroad Trail,Whatcom,Western WA,Non-Motorized,0.52972876789288
55497,Right-of-Way Trails,Whatcom,Western WA,Non-Motorized,0.0783402260469746
55498,Big Rock Park,Whatcom,Western WA,Non-Motorized,0.25100732637691
55499,South Bay Greenway & Trail Trails,Whatcom,Western WA,Non-Motorized,0.271756708517865
55500,Railroad Greenway & Trail,Whatcom,Western WA,Non-Motorized,0.0675888465363943
55501,Railroad Greenway & Trail,Whatcom,Western WA,Non-Motorized,0.138761662000818
55502,Railroad Greenway & Trail,Whatcom,Western WA,Non-Motorized,0.0864788317283767
55503,Samish Crest Open Space,Whatcom,Western WA,Non-Motorized,0.0929197242087656
55504,King / Queen Mountain Greenway,Whatcom,Western WA,Non-Motorized,0.0803967566294723
55505,Railroad Greenway & Trail,Whatcom,Western WA,Non-Motorized,0.0814934711982347
55506,Sehome Hill Arboretum,Whatcom,Western WA,Non-Motorized,0.0254357163561561
55507,Cornwall Park,Whatcom,Western WA,Non-Motorized,0.177563035335281
55508,Riley Open Space,Whatcom,Western WA,Non-Motorized,0.130850809527471
55509,Cordata Park,Whatcom,Western WA,Non-Motorized,0.113961195204871
55510,Barkley Trail,Whatcom,Western WA,Non-Motorized,0.257059205968712
55511,Salmon Woods Open Space,Whatcom,Western WA,Non-Motorized,0.0309853875192377
55512,Arroyo Nature Area,Whatcom,Western WA,Non-Motorized,0.0465326025009831
55513,Lazy E Ranch Open Space,Whatcom,Western WA,Non-Motorized,0.118647575696648
55514,Happy Valley Neighborhood Park,Whatcom,Western WA,Non-Motorized,0.0203521023973639
55515,Northridge Park,Whatcom,Western WA,Non-Motorized,0.264509033440987
55516,Whatcom Creek Trail,Whatcom,Western WA,Non-Motorized,0.213922360311608
55517,Arroyo Nature Area,Whatcom,Western WA,Non-Motorized,0.12974780226033
55518,King / Queen Mountain Greenway,Whatcom,Western WA,Non-Motorized,0.137419465059554
55519,Nevucky Trail,Whatcom,Western WA,Non-Motorized,0.211450290715142
55520,King / Queen Mountain Greenway,Whatcom,Western WA,Non-Motorized,0.0591855249907789
55521,South Bay Greenway & Trail Trails,Whatcom,Western WA,Non-Motorized,0.175435078114618
55522,Fairhaven Park,Whatcom,Western WA,Non-Motorized,0.346528275965371
55523,Lake Padden Park,Whatcom,Western WA,Non-Motorized,0.0999908626748728
55524,Railroad Greenway & Trail,Whatcom,Western WA,Non-Motorized,0.0581392710653655
55525,Sehome Hill Arboretum,Whatcom,Western WA,Non-Motorized,0.316225445097427
55526,Samish Crest Open Space,Whatcom,Western WA,Non-Motorized,0.15522323961512
55527,Lake Padden Park,Whatcom,Western WA,Non-Motorized,0.0870473106505266
55528,Fairhaven Park,Whatcom,Western WA,Non-Motorized,0.165357645016582
55529,Unofficial Trails-Park,Whatcom,Western WA,Non-Motorized,0.264690498585478
55530,Cornwall Memorial Park,Whatcom,Western WA,Non-Motorized,0.157624934848587
55531,Boulevard Park,Whatcom,Western WA,Non-Motorized,0.0183488007990808
55532,Taylor Dock Lease (DNR),Whatcom,Western WA,Non-Motorized,0.118975078218973
55533,Northridge Park,Whatcom,Western WA,Non-Motorized,0.0620511143001891
55534,Riley Open Space,Whatcom,Western WA,Non-Motorized,0.117446234430092
55535,Fairhaven Park,Whatcom,Western WA,Non-Motorized,0.0747698981434862
55536,Nbhd Connectors-Park,Whatcom,Western WA,Non-Motorized,0.0240823952721751
55537,Interurban Greenway & Trail,Whatcom,Western WA,Non-Motorized,0.195846222038277
55538,Whatcom Falls Park,Whatcom,Western WA,Non-Motorized,0.110248910010884
55539,Sehome Hill Arboretum,Whatcom,Western WA,Non-Motorized,0.0577427179560945
